,x,y,z,phi,theta,psi,u_phi,u_theta,u_psi,v_cmd
41,-265.7130432128906,-125.0676040649414,51.002647399902344,0.584538882703655,0.08452867919328305,0.7297788492637731,0.0404413640499115,-0.3075977563858033,-0.4299409091472625,21.401877282609014
42,-265.1478576660156,-124.41150665283203,51.07119369506836,0.5846454795751268,0.08376246445850494,0.7086283685674132,0.05043907091021538,-0.3003645837306977,-0.4246558547019958,21.342939969915232
43,-264.860595703125,-124.08832550048828,51.105613708496094,0.5848379899533278,0.08353328733386088,0.6982161144679986,0.05330396816134453,-0.29385569691658026,-0.4232627153396606,21.316049864039915
44,-264.5702819824219,-123.76840209960938,51.140079498291016,0.5850565579352456,0.08350810339810057,0.68799486783114,0.05280252546072006,-0.27998155355453497,-0.421465516090393,21.288541318853134
45,-264.2769775390625,-123.45175170898438,51.17455291748047,0.5853598357415856,0.08356600862644971,0.6779369273218631,0.05643532797694206,-0.27191722393035894,-0.41680499911308283,21.26197869103076
46,-263.68157958984375,-122.8282699584961,51.24314498901367,0.58613336565949,0.08433234382640825,0.6580442471350872,0.06146162003278732,-0.2519131004810334,-0.42034906148910517,21.21060227142855
47,-263.3800354003906,-122.52400970458984,51.27720260620117,0.5865530924884094,0.08488426832377416,0.6483104256252481,0.06155059486627579,-0.24337752163410192,-0.4170845448970794,21.185229149919042
48,-263.0756530761719,-122.2229232788086,51.31098556518555,0.5870701332842311,0.085409778561967,0.6386020558736024,0.06580320000648499,-0.24252471327781683,-0.4144404232501983,21.160449251959363
49,-262.76849365234375,-121.92501831054688,51.34445571899414,0.5876553056000275,0.08598867009060354,0.6290299920399341,0.06961382180452347,-0.23734436929225927,-0.41061621904373163,21.13748257407793
50,-262.1460266113281,-121.33892059326172,51.410030364990234,0.589249887173568,0.08713624698547706,0.6102320965972512,0.08190213143825531,-0.23213800787925726,-0.40165904164314264,21.093937327610934
51,-261.83074951171875,-121.05081939697266,51.44218063354492,0.5902575485277918,0.08770216665939873,0.6011092131156219,0.08889555931091309,-0.2270383387804032,-0.39197021722793574,21.073007552160075
52,-261.5128173828125,-120.76605224609375,51.47385787963867,0.5915054171069848,0.08815986545091324,0.5921941103223389,0.10037126392126083,-0.22571335732936865,-0.37983956933021545,21.05522814694911
53,-261.1922912597656,-120.48465728759766,51.50504684448242,0.5929248536814183,0.08849139870946654,0.5835231459680109,0.10860279947519302,-0.22532998025417333,-0.36641842126846313,21.038902568202094
54,-260.2154235839844,-119.66316223144531,51.59556579589844,0.597718236240312,0.08856197124321055,0.5593705970973859,0.11601696163415909,-0.2210543602705002,-0.31654906272888184,21.00462999338505
55,-259.5517883300781,-119.1353988647461,51.65303421020508,0.6010474859967355,0.08782027133068764,0.544254998785757,0.11649833619594574,-0.22722341120243075,-0.293610006570816,20.99016111127696
56,-258.5379943847656,-118.36930847167969,51.73735809326172,0.6054674233255792,0.08526875889286055,0.5218434608698455,0.10333658754825592,-0.24709826707839969,-0.27419993281364435,20.974338371681842
57,-258.1953125,-118.12084197998047,51.76453399658203,0.6066152666894119,0.08433542376104554,0.5144813085729758,0.08981861919164658,-0.24570015072822574,-0.27308291196823115,20.970766991818824
58,-257.8502502441406,-117.87582397460938,51.79130172729492,0.6073371594939881,0.08337813124419317,0.5071767231269569,0.06759940832853317,-0.24522717297077182,-0.26980590820312494,20.96866766011706
59,-257.1533508300781,-117.39614868164062,51.844539642333984,0.6073657627257436,0.08135406935186856,0.49282628898302666,0.017533041536808014,-0.24444399774074557,-0.2597260177135467,20.967556610143593
60,-256.8019714355469,-117.16326141357422,51.87068557739258,0.6066414097576925,0.08032727927672863,0.48567149297615253,-0.007046157494187355,-0.24436089396476748,-0.2609069347381591,20.96613181181906
61,-256.44842529296875,-116.93366241455078,51.89643478393555,0.6056967493861426,0.07927366965550901,0.47847647177050656,-0.019120818004012108,-0.24527254700660708,-0.2627504169940948,20.966114102325925
62,-256.0927734375,-116.70732116699219,51.92181396484375,0.6046830791330532,0.07818714996134053,0.47123739886876115,-0.022744683548808098,-0.24762684106826785,-0.26299396157264704,20.965674762071043
63,-255.37548828125,-116.26434326171875,51.971160888671875,0.6026009673482062,0.0763813609644619,0.4564586882802918,-0.02395252324640751,-0.24336183071136477,-0.27884852886199946,20.965610881649845
64,-255.0137939453125,-116.04769134521484,51.9953498840332,0.6015551721056727,0.07554523662993165,0.44896787000905003,-0.024009905755519867,-0.24395696818828586,-0.2825509905815124,20.965461091876808
65,-254.65013122558594,-115.83429718017578,52.01923370361328,0.600525033165398,0.07458879994883802,0.44147067158315656,-0.02370443567633629,-0.24870422482490542,-0.2802589535713195,20.967120713041066
66,-254.28456115722656,-115.62416076660156,52.04282760620117,0.5997190042757427,0.07361624867738198,0.43403652197142756,-0.013941162265837193,-0.2488665729761124,-0.2767620682716369,20.967631394263737
67,-253.54782104492188,-115.21371459960938,52.089717864990234,0.5986894000875839,0.07204149335933335,0.4195170414298576,0.003905923804268241,-0.23388744890689853,-0.2749251723289489,20.969735180092517
68,-253.17727661132812,-115.0147476196289,52.112953186035156,0.5984395538269128,0.07121610104565823,0.4123933916935223,0.012212102301418781,-0.23340152204036715,-0.2696858346462249,20.971690076202762
69,-252.804931640625,-114.8189926147461,52.135894775390625,0.5984194751442904,0.07043802678009331,0.4053894974694995,0.023291971534490585,-0.22772049903869632,-0.26430860161781305,20.973982226347704
70,-252.43080139160156,-114.62644958496094,52.15855407714844,0.5987078949554918,0.06967950091849723,0.3984375278163958,0.03781331330537796,-0.22457422316074374,-0.2632567584514618,20.9763531572102
71,-251.6773681640625,-114.25111389160156,52.204280853271484,0.6001475194696373,0.06797682359193309,0.38478061611158587,0.06339742988348007,-0.22570100426673892,-0.25209781527519226,20.98172868346081
72,-251.29812622070312,-114.068359375,52.22666549682617,0.6011820159045412,0.06696790577151733,0.37816071586632616,0.07336790859699249,-0.22653137147426608,-0.24262526631355283,20.986022502167984
73,-250.90127563476562,-113.88137817382812,52.24962615966797,0.6025453739722886,0.06577751119863245,0.37134850837127326,0.08722742646932602,-0.23060142993927005,-0.23545342683792111,20.992124055081522
74,-250.51866149902344,-113.7053451538086,52.27143096923828,0.6039481800287677,0.06471553215669613,0.3649009925291808,0.09166596084833145,-0.22591991722583774,-0.2329461574554443,20.99721084529169
75,-249.7444610595703,-113.36261749267578,52.313899993896484,0.606988939825472,0.0625620808919118,0.35213532500930733,0.09856782108545303,-0.22328691184520724,-0.22894746065139768,21.00746143210248
76,-249.35313415527344,-113.19596099853516,52.33440399169922,0.6085982908311083,0.06156458103113343,0.3459612013021222,0.09879012405872345,-0.21803691983222964,-0.22436578571796414,21.016707337301437
77,-248.9604949951172,-113.03265380859375,52.35466766357422,0.610127582333556,0.0604464115367522,0.33988272172090406,0.09432859718799591,-0.21924628317356112,-0.2176312208175659,21.025231417605816
78,-248.5665740966797,-112.87269592285156,52.37471389770508,0.6116144254714344,0.05910054559401888,0.33384625958879754,0.09164969623088837,-0.22812323272228244,-0.20901980996131894,21.033667543461213
79,-247.7749481201172,-112.5628662109375,52.41447448730469,0.6142352131507993,0.05621856243119637,0.3219574757462694,0.0786902979016304,-0.23054710030555728,-0.2000244855880737,21.052050618619756
80,-247.37728881835938,-112.41295623779297,52.4340705871582,0.615449525009742,0.05475202856427521,0.31601633113431365,0.07625171542167664,-0.23180595040321353,-0.20023608207702634,21.06100701495574
81,-246.97840881347656,-112.26637268066406,52.45351791381836,0.616550995020393,0.05316973194466974,0.3100470412668416,0.07079503685235977,-0.2370696067810059,-0.19830346107482907,21.069758646793147
82,-246.57835388183594,-112.12313079833984,52.472843170166016,0.6175431099239993,0.05147431124561001,0.304074548511492,0.06462083756923676,-0.24305722117424014,-0.19474551081657407,21.07892963978902
83,-245.7716522216797,-111.84662628173828,52.51204299926758,0.6191303902321532,0.04804154538126137,0.292082988678551,0.04863966628909111,-0.24434201419353488,-0.1955652832984924,21.099230626768744
84,-245.365234375,-111.71337127685547,52.53141784667969,0.6197264412234563,0.04638040074227931,0.2860728920725322,0.04266105964779854,-0.2440176755189896,-0.19646568596363065,21.108710142892576
85,-244.95787048339844,-111.58345031738281,52.55079650878906,0.6201848812437819,0.04477407762043951,0.2799442702725554,0.035181377083063126,-0.24501976370811465,-0.2032254785299301,21.11887093629162
86,-244.54959106445312,-111.45683288574219,52.5701789855957,0.620545494790717,0.043203353539229716,0.27388461535804676,0.0306538138538599,-0.24273769557476046,-0.20185664296150205,21.129060104265946
87,-243.73040771484375,-111.21341705322266,52.61008071899414,0.6205784829315348,0.04014293792839885,0.2617804480290226,0.007118489593267441,-0.23985891044139865,-0.20259898900985715,21.145724975249376
88,-243.31954956054688,-111.09657287597656,52.630035400390625,0.6200071539067851,0.03854738203289887,0.255761183237251,-0.016011172905564308,-0.24137119948863986,-0.1990963369607925,21.154021094287053
89,-242.90786743164062,-110.98294830322266,52.65001678466797,0.6189672382386195,0.036983886022428365,0.2497940442116129,-0.03967088460922241,-0.23837321996688846,-0.19783200323581693,21.163111644242896
90,-242.495361328125,-110.8725357055664,52.6700439453125,0.6173506211483406,0.035302471414965696,0.2437482598049027,-0.0687180757522583,-0.24498948454856875,-0.1976780444383621,21.17164847958726
91,-241.66586303710938,-110.66130065917969,52.71160888671875,0.6122649283612474,0.03217232514938772,0.23160701276694412,-0.13312716782093048,-0.23986621201038363,-0.20318457484245298,21.18872183075417
92,-241.24900817871094,-110.56041717529297,52.73247146606445,0.6087790160047465,0.03061629882638423,0.22550621490700773,-0.16416266560554504,-0.23982346057891848,-0.2047048062086105,21.197418501285778
93,-240.83157348632812,-110.4626235961914,52.75339889526367,0.6048643889956858,0.029002236786525585,0.21932116420682243,-0.18648529052734375,-0.24373795092105868,-0.20855134725570676,21.20600726404895
94,-240.41357421875,-110.36788177490234,52.77442932128906,0.6003550776876034,0.027408496087781467,0.21326751707234434,-0.21502254903316498,-0.23986527323722842,-0.204362079501152,21.214023110607105
95,-239.57598876953125,-110.18737030029297,52.816715240478516,0.5896013978782682,0.024377813688038222,0.2009583359210398,-0.27380773425102234,-0.23733082413673404,-0.21609500050544736,21.22718502222058
96,-239.1564483642578,-110.10154724121094,52.83808135986328,0.58337836214042,0.022898268591465955,0.19473235318454368,-0.302543580532074,-0.23515672981739047,-0.21766711771488187,21.23440701259987
97,-238.7364044189453,-110.0186538696289,52.8596305847168,0.5766069902328738,0.02134794240488056,0.18850837176698132,-0.3308260440826416,-0.23640826344490054,-0.21795450150966642,21.24214429481012
98,-238.3158721923828,-109.93863677978516,52.88139724731445,0.5693592508954028,0.019829217003245907,0.18238554345984095,-0.3555190861225128,-0.23121275007724765,-0.21598199009895322,21.2496058409397
99,-237.47203063964844,-109.78709411621094,52.925968170166016,0.5538751072855082,0.016822658758579374,0.1708653090480191,-0.3871694803237915,-0.21470618247985843,-0.1987776458263397,21.261697312171567
100,-237.0489044189453,-109.7154769897461,52.948760986328125,0.5458326856966879,0.015343235737323463,0.16543164629379528,-0.397636741399765,-0.20589038729667666,-0.19201196730136869,21.26717367413801
101,-236.62548828125,-109.64653015136719,52.97175216674805,0.5376017715469583,0.013789636884410095,0.16019569804105702,-0.4073246717453003,-0.2015950530767441,-0.1842597275972366,21.272027780059794
102,-236.20181274414062,-109.5802001953125,52.994972229003906,0.5293146547137331,0.01224835234190265,0.15507140524933433,-0.41161975264549255,-0.19721354544162753,-0.1800536662340164,21.27740020579047
103,-235.35374450683594,-109.45518493652344,53.042850494384766,0.512697302363969,0.009188215048255753,0.14498271902311236,-0.41095077991485596,-0.18941257894039157,-0.17942212522029874,21.287641010713994
104,-234.92938232421875,-109.39637756347656,53.06712341308594,0.504381280162271,0.007665876886893332,0.14017619163651748,-0.4130929708480835,-0.18449307978153232,-0.17222654819488523,21.292258846539312
105,-234.50479125976562,-109.3399658203125,53.091636657714844,0.4960523515803268,0.0061758933748488525,0.1354872659180148,-0.4149199426174164,-0.17814429104328158,-0.16927090287208554,21.297652274480246
106,-234.07998657226562,-109.28589630126953,53.11640167236328,0.48781018737384685,0.004775992424824908,0.13084011142547355,-0.41174668073654175,-0.17176616191864016,-0.17047566175460813,21.303589880399937
107,-233.2297821044922,-109.18458557128906,53.16714096069336,0.47159692994356966,0.0022164428810513095,0.1217790829014845,-0.40202808380126953,-0.15728032588958743,-0.17006801068782804,21.313013398525303
108,-232.80868530273438,-109.1374282836914,53.19417953491211,0.4636435802439792,0.000957561042780243,0.11741060743453409,-0.3975030183792114,-0.1548651456832886,-0.16618132591247556,21.31264903348757
109,-232.3872528076172,-109.09239196777344,53.22142791748047,0.4557545342019109,-0.0002631368301805104,0.11301311598130316,-0.39308851957321167,-0.15016092360019687,-0.16652916371822354,21.312952333646376
110,-231.9655303955078,-109.0494384765625,53.248897552490234,0.44797782900269356,-0.001504154626626587,0.10875951749192247,-0.38725537061691284,-0.14675880968570712,-0.1615214943885803,21.313565897710294
111,-231.12123107910156,-108.96955108642578,53.304229736328125,0.43287868017637093,-0.003542598068307201,0.1007076008899646,-0.3722425401210785,-0.12435630708932878,-0.1540812253952026,21.313520566871556
112,-230.69871520996094,-108.93252563476562,53.33219909667969,0.4254926547161699,-0.004375684276971667,0.09682431134605463,-0.3680012822151184,-0.11700978875160219,-0.1555831581354141,21.312521210849646
113,-230.2760009765625,-108.89737701416016,53.36031723022461,0.4181799649156718,-0.005133371378004379,0.09310174477064607,-0.3646431863307953,-0.10876885801553728,-0.15212048590183258,21.31214852827288
114,-229.85308837890625,-108.86405944824219,53.3885612487793,0.41085452933680444,-0.005609735143405353,0.08961638264605329,-0.36505332589149475,-0.09108463674783708,-0.1471586525440216,21.312744209020668
115,-229.00665283203125,-108.80266571044922,53.44529724121094,0.39622312933920284,-0.00633134643207312,0.08311434993595453,-0.364455908536911,-0.07638996839523317,-0.13731202483177185,21.313450401021775
116,-228.58670043945312,-108.77421569824219,53.47462844848633,0.3890350441249023,-0.006519505548182407,0.07998805563712565,-0.3593313992023468,-0.06792429089546205,-0.13800035417079926,21.311548399173944
117,-228.16639709472656,-108.7473373413086,53.50388717651367,0.38196449540526234,-0.006473804840097921,0.07704195288999367,-0.3515891134738922,-0.05048792064189912,-0.13302184641361237,21.309827900907415
118,-227.7457733154297,-108.72196197509766,53.53300476074219,0.3749069355526552,-0.006286271720705732,0.07420542414482949,-0.35038289427757263,-0.0405092164874077,-0.13085822761058807,21.308665586676963
119,-226.9036407470703,-108.6755142211914,53.591041564941406,0.3609921359258404,-0.005416720229504119,0.06879011347361438,-0.34387439489364624,-0.021005395799875277,-0.12894490361213684,21.30625941010511
120,-226.4821319580078,-108.6543197631836,53.61962890625,0.3540769248231276,-0.004738825709240281,0.06620273180392307,-0.343832403421402,-0.011540774255990998,-0.12885335087776184,21.30713146535878
121,-226.06033325195312,-108.6343994140625,53.647850036621094,0.34723017956818997,-0.0038944595905173835,0.06376873068534888,-0.34030523896217346,-0.0002018068917095815,-0.12569092214107513,21.306315084779943
122,-225.63827514648438,-108.61569213867188,53.6756591796875,0.34041869856976315,-0.0028364857148117707,0.061419645891158385,-0.3387727737426758,0.012305466458201393,-0.12447553128004074,21.30629971026609
123,-224.79342651367188,-108.58173370361328,53.72995376586914,0.3269466091727476,-0.0004046297163476451,0.056897910135301585,-0.3332827091217041,0.024591041728854166,-0.12257762253284454,21.304878763716662
124,-224.37353515625,-108.5655746459961,53.75667953491211,0.32033052687063124,0.000876912474877581,0.05488445226438615,-0.3289928734302521,0.03029558993875979,-0.11386233568191528,21.303336764728623
125,-223.9532470703125,-108.55047607421875,53.78278732299805,0.31371295540605326,0.002268066359590068,0.05287645793588169,-0.3276829123497009,0.03738027065992354,-0.1122811883687973,21.303810645140178
126,-223.5325927734375,-108.536376953125,53.80824661254883,0.30711513628209774,0.0038094057726613924,0.050860817916592214,-0.32631784677505493,0.04439260438084601,-0.11565172672271729,21.302829687616423
127,-222.69020080566406,-108.51103973388672,53.85707473754883,0.2940301741901541,0.006996757684667759,0.046931313763203815,-0.3228635787963867,0.048154100775718675,-0.11246806383132935,21.306121638141573
128,-222.26846313476562,-108.49974822998047,53.88039779663086,0.2875928047751805,0.00862399177639122,0.045025794160065184,-0.3187621831893921,0.05215794593095778,-0.11094309389591217,21.30924300895056
129,-221.8463592529297,-108.48931121826172,53.90297317504883,0.28122790543267145,0.010216935195405863,0.04322040764364861,-0.3154235780239105,0.053174994885921464,-0.10653099417686462,21.311618437644558
130,-221.42391967773438,-108.4797134399414,53.92481231689453,0.2749465055372943,0.011675890709577435,0.04149871113548316,-0.31132006645202637,0.04846074804663657,-0.10046015679836273,21.31386458133493
131,-220.57815551757812,-108.46290588378906,53.96637725830078,0.2625641272869534,0.014463519379214243,0.03838303900127377,-0.30639806389808655,0.04705328121781348,-0.09015895426273346,21.319517667595385
132,-220.15724182128906,-108.45458984375,53.986328125,0.25628347513727096,0.01580208474992561,0.036821044957523884,-0.3109683394432068,0.0458867847919464,-0.09037293493747711,21.32234557689655
133,-219.73590087890625,-108.44706726074219,54.00559997558594,0.24996919202598203,0.017137135125472384,0.035201593330688,-0.31190091371536255,0.04559117555618285,-0.09153587371110916,21.32514342909122
134,-219.31414794921875,-108.44034576416016,54.02422332763672,0.24371314379887257,0.018343196839787662,0.033474660380083905,-0.30905377864837646,0.03975604102015494,-0.09541800618171692,21.328882168106876
135,-218.469482421875,-108.42922973632812,54.059688568115234,0.2313218508808081,0.020581499896818477,0.02989730329318813,-0.30559849739074707,0.0340447537600994,-0.09820488095283508,21.33509139725506
136,-218.04661560058594,-108.4247817993164,54.076568603515625,0.2251427829147688,0.02164592894709973,0.028267225013345335,-0.3053097724914551,0.03458105400204657,-0.08971987664699554,21.33831071630472
137,-217.6234130859375,-108.42102813720703,54.09293746948242,0.21898329143579134,0.022625162249431306,0.026693231691211128,-0.30471810698509216,0.03167615085840224,-0.08525905013084412,21.34349880034951
138,-217.19984436035156,-108.4179458618164,54.10881042480469,0.2128782649304613,0.02342007864519814,0.025201738812471043,-0.30206435918807983,0.024213576689362516,-0.07954461872577667,21.350038231649094
139,-216.35169982910156,-108.41374206542969,54.139286041259766,0.20081330678155057,0.02439498084692787,0.022362790339860543,-0.29882869124412537,0.005579127930104724,-0.0703313872218132,21.359128591890144
140,-215.92926025390625,-108.41136932373047,54.15441131591797,0.1948460155467982,0.02468212994451697,0.021060307608787996,-0.29592254757881165,0.001463634893298141,-0.0650533139705658,21.363996076416566
141,-215.5063934326172,-108.40968322753906,54.16926574707031,0.1889811267090946,0.024897434014421994,0.019702227884779086,-0.28971925377845764,-0.0009089149534702381,-0.06583526730537415,21.36919660696664
142,-215.08314514160156,-108.40865325927734,54.183902740478516,0.18315227299392414,0.024937603226932517,0.018265864654069992,-0.2875329256057739,-0.009861554950475701,-0.06853217631578445,21.373439579878546
143,-214.2354736328125,-108.4085464477539,54.21350860595703,0.17157295342657902,0.024834990951163875,0.015346653772118487,-0.28647610545158386,-0.014431474730372438,-0.06776393204927444,21.38199844832026
144,-213.81121826171875,-108.4094467163086,54.2281379699707,0.1657791978267781,0.02466344878037442,0.013991021792972647,-0.28620845079421997,-0.01918072439730168,-0.06374811381101608,21.385678079122115
145,-213.38665771484375,-108.41094970703125,54.24271774291992,0.160040074710988,0.024424271669353157,0.01266936910896561,-0.2839713990688324,-0.022157002240419395,-0.061383552849292755,21.3895652517828
146,-212.96180725097656,-108.41300964355469,54.25728988647461,0.15429543221484435,0.024068866524274087,0.01135688092959435,-0.2840072512626648,-0.02711401134729386,-0.060419317334890366,21.393054412886755
147,-212.11134338378906,-108.4187240600586,54.2874641418457,0.14284846266297765,0.023499086332361967,0.008869777198224425,-0.2819136381149292,-0.02064479514956475,-0.05761973559856415,21.40061103730192
148,-211.6874237060547,-108.42089080810547,54.30317687988281,0.13733157291298756,0.023205100684509847,0.00761869887488085,-0.27384892106056213,-0.022958835586905486,-0.05866103619337082,21.40388878796355
149,-211.26316833496094,-108.42359924316406,54.31893539428711,0.1318621522641974,0.023022293929148438,0.006435960894274643,-0.2696956694126129,-0.01718804799020291,-0.05590638145804405,21.407205370093834
